slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
synapse-protocol,Synapse Protocol,synapse-protocol.png,Provides cross-chain bridge services for Web3 developers and users.,https://synapseprotocol.com/,https://docs.synapseprotocol.com/,,,,,,,FALSE,
syndica,Syndica,syndica.png,Provides API infrastructure for Web3 developers and users.,https://syndica.io/,https://docs.syndica.io/,,,,,,,FALSE,
tableland,Tableland,tableland.png,"It allows developers to store, manage, and query structured data for decentralized applications using familiar SQL statements, with access control and ownership tied to the blockchain",https://tableland.xyz/,https://docs.tableland.xyz/,,,,,,,FALSE,
tact,Tact,tact.png,"A new, high-level programming language for TON smart contracts that is strongly typed and designed to be familiar to TypeScript/Rust developers",https://tact-lang.org/,https://docs.tact-lang.org/,,,,,,,FALSE,
taho,Taho,taho.png,Provides wallet solutions for Web3 developers and users.,https://taho.xyz/,,,,,,,,FALSE,
talisman,Talisman,talisman.png,Provides wallet solutions for Web3 developers and users.,https://talisman.xyz/,https://docs.talisman.xyz/talisman,,,,,,,FALSE,
tally,Tally,tally.png,"It provides web3 infrastructure and developer tools for building, managing, and integrating on-chain governance and decentralized autonomous organizations",https://www.tally.xyz/,https://docs.tally.xyz/,,,,,,,FALSE,
tangem,Tangem,tangem.png,Provides wallet solutions for Web3 developers and users.,https://tangem.com/,,,,,,,,FALSE,
tatum,Tatum,tatum.png,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",https://tatum.io/,https://docs.tatum.io/,tatum_io,tatumio,,,,,FALSE,
tellor,Tellor,tellor.png,Provides oracle services for Web3 developers and users.,https://tellor.io/,https://docs.tellor.io/tellor/,,,,,,,FALSE,
temple-wallet,Temple-Wallet,temple-wallet.png,Provides wallet solutions for Web3 developers and users.,https://www.templewallet.com/,https://docs.templewallet.com/,,,,,,,FALSE,
tenderly,Tenderly,tenderly.png,"It is a browser-based integrated development environment (IDE) for smart contracts that allows developers to write, test and debug Solidity code instantly without any local setup",https://tenderly.co/,https://docs.tenderly.co/,TenderlyApp,Tenderly,fBvDJYR,,company/tenderlydev,,FALSE,
the-graph,The Graph,the-graph.png,Provides API infrastructure for Web3 developers and users.,https://thegraph.com/,https://thegraph.com/docs/en/,graphprotocol,graphprotocol,,,,,FALSE,
the-indexing-company,The Indexing Company,the-indexing-company.png,Provides API infrastructure for Web3 developers and users.,https://www.indexing.co/,https://docs.indexing.co/guide/overview,,,,,,,FALSE,
thirdweb,Thirdweb,thirdweb.png,"Leading all-in-one platform for Web3 developers to build, launch and manage applications with pre-built contracts and infrastructure tools",https://thirdweb.com/,https://portal.thirdweb.com/,thirdweb,thirdweb-dev,,,,,FALSE,
thx-network,THX Network,thx-network.png,"It offers simplified APIs and a robust infrastructure designed to help Web2 companies and developers quickly build and integrate Web3 services, such as embedding ERC20 and ERC721 tokens into their existing applications",https://docs.thx.network/,https://docs.thx.network/campaign-managers/getting-started,,,,,,,FALSE,
token-terminal,token terminal,token-terminal.png,Provides analytics products for Web3 developers and users.,https://tokenterminal.com/,https://tokenterminal.com/docs,tokenterminal,token-terminal,,,,,FALSE,
tokenpocket,TokenPocket,tokenpocket.png,Provides wallet solutions for Web3 developers and users.,https://www.tokenpocket.pro/,,,,,,,,FALSE,
tokenview,TokenView,tokenview.png,Provides explorer services for Web3 developers and users.,,,,,,,,,FALSE,
ton,TON,ton.png,Provides cross-chain bridge services for Web3 developers and users.,https://ton.org/,https://docs.ton.org/,,,,,,,FALSE,
ton-api,TON API,ton-api.png,It s a SaaS platform providing developer tools for building dApps and solutions on the TON blockchain,https://tonapi.io/,https://docs.tonconsole.com/tonapi,,,,,,,FALSE,
ton-cli,TON CLI,ton-cli.png,"A command-line interface for compiling, testing, and deploying FunC smart contracts on the TON blockchain, commonly used in low-level TON development workflows",https://github.com/disintar/toncli,,,disintar/toncli,,,,,FALSE,
ton-lite-client,TON Lite Client,ton-lite-client.png,"The official lightweight client for interacting directly with the TON blockchain, forming the underlying protocol used by most TON RPC and API providers",https://github.com/ton-core/ton-lite-client,,,ton-core/ton-lite-client,,,,,FALSE,
ton-sandbox,Ton Sandbox,ton-sandbox.png,A tool that allows developers to run a local instance of the TON blockchain for rapid smart contract testing and debugging,https://github.com/ton-org/sandbox,,,ton-org/sandbox,,,,,FALSE,
tonconnect-sdk,TonConnect SDK,tonconnect-sdk.png,"The standard protocol and SDK for connecting TON wallets to decentralized applications (dApps), replacing standard WalletConnect in the TON ecosystem",https://ton-connect.github.io/sdk/,,,,,,,,FALSE,
tonhub,Tonhub,tonhub.png,Provides wallet solutions for Web3 developers and users.,https://tonhub.com/,https://docs.tonhub.com/docs/getting-started,,,,,,,FALSE,
tonkeeper,Tonkeeper,tonkeeper.png,Provides wallet solutions for Web3 developers and users.,https://tonkeeper.com/,,,,,tonkeeper,,,FALSE,
tonstat,TonStat,tonstat.png,Provides analytics products for Web3 developers and users.,https://www.tonstat.com/,,,,,,,,FALSE,
tonviewer,TonViewer,tonviewer.png,Provides analytics products for Web3 developers and users.,https://tonviewer.com/,,,,,,,,FALSE,
toolblox,Toolblox,toolblox.png,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks",https://www.toolblox.net/,,,,,,,,FALSE,
transak,Transak,transak.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://transak.com/,https://docs.transak.com/docs/what-is-transak,,,,,,,FALSE,
transporter,Transporter,transporter.png,Provides cross-chain bridge services for Web3 developers and users.,https://www.transporter.io/,,,,,,,,FALSE,
trezor-via-metamask,Trezor (via MetaMask),trezor-via-metamask.png,Provides wallet solutions for Web3 developers and users.,https://trezor.io/,,,,,,,,FALSE,
triangle,Triangle,triangle.png,"It is a Web3 wallet infrastructure APIs and dedicated blockchain nodes for developers, aiming to simplify blockchain technology integration into applications",https://www.triangleplatform.com/,,,,,,,,FALSE,
triangle-platform,Triangle Platform,triangle-platform.png,Provides faucet services for Web3 developers and users.,https://triangleplatform.com/,,,,,,,,FALSE,
trust,Trust,trust.png,Provides wallet solutions for Web3 developers and users.,https://trustwallet.com/,https://developer.trustwallet.com/developer,TrustWallet,trustwallet,trustwallet,,,,FALSE,
turnkey,Turnkey,turnkey.png,Single API for creating embedded wallets signing transactions and automating onchain actions,https://www.turnkey.com/,https://docs.turnkey.com/sdks/introduction,,,,,,,FALSE,
typechain,TypeChain,typechain.png,"It provides TypeScript bindings for Ethereum smart contracts, generating a type-safe API for interacting with them in decentralized applications",,,,dethcrypto/TypeChain,,,,,FALSE,
typhon-wallet,Typhon Wallet,typhon-wallet.png,Provides wallet solutions for Web3 developers and users.,https://typhonwallet.io/,,,,,,,,FALSE,
ucai,UCAI,ucai.png,Universal Contract AI Interface - open standard for connecting AI agents to blockchain smart contracts via ABI-to-MCP server generation,https://github.com/nirholas/UCAI,,nirholas,nirholas/UCAI,,,,,FALSE,
uhuru-wallet,Uhuru Wallet,uhuru-wallet.png,Provides wallet solutions for Web3 developers and users.,https://www.uhuruwallet.co.za/,,,,,,,,FALSE,
uma,UMA,uma.png,Provides oracle services for Web3 developers and users.,https://uma.xyz/,https://docs.uma.xyz/,,,,,,,FALSE,
umami,Umami,umami.png,Provides wallet solutions for Web3 developers and users.,https://www.umamiwallet.com/,,,,,,,,FALSE,
umbrella-network,Umbrella Network,umbrella-network.png,Provides oracle services for Web3 developers and users.,https://umbrella-network.github.io/,https://umbrella-network.github.io/technical-documentation/umbrella-network/docs/getting-started-1.html,,,,,,,FALSE,
umbria-network,Umbria Network,umbria-network.png,Provides cross-chain bridge services for Web3 developers and users.,https://umbria.network/,https://bridge.umbria.network/docs/,,,,,,,FALSE,
uniblock,Uniblock,uniblock.png,It is a router for web3 APIs,https://www.uniblock.dev/,https://docs.uniblock.dev/docs/json-rpc-overview,uniblock,,uniblock,,company/uniblock-dapp,support@uniblock.dev,FALSE,
uniswap-web3-react,Uniswap Web3 React,uniswap-web3-react.png,It helps developers build the frontend of decentralized applications by simplifying the process of connecting to various Web3 wallets and interacting with the Ethereum blockchain,,,,Uniswap/web3-react,,,,,FALSE,
universalx,UniversalX,universalx.png,Provides cross-chain bridge services for Web3 developers and users.,https://universalx.app,https://universalx.app,,,,,,,FALSE,
univoucher,UniVoucher,univoucher.png,"It offers an API and documentation that allow developers to integrate the functionality of creating and managing decentralized, tangible crypto gift cards into their own applications",https://univoucher.com/,https://docs.univoucher.com/,,,,,,,FALSE,
unlock-protocol,Unlock Protocol,unlock-protocol.png,"Open source smart contracts built for memberships and subscriptions NFTs including time-bound and recurring features, used for token gating and membership management",https://unlock-protocol.com/,https://docs.unlock-protocol.com/,,,,,,,FALSE,
unstoppable,Unstoppable,unstoppable.png,Provides wallet solutions for Web3 developers and users.,https://unstoppable.money/,,,,,,,,FALSE,
utexo,Utexo,utexo.png,Provides cross-chain bridge services for Web3 developers and users.,https://utexo.com/,https://docs.tricorn.network/docs/getting-started/,,,,,,,FALSE,
validation-cloud,Validation Cloud,validation-cloud.png,Provides API infrastructure for Web3 developers and users.,https://www.validationcloud.io,https://www.validationcloud.io/docs,,,,,,,FALSE,
valuerouter,ValueRouter,valuerouter.png,Provides cross-chain bridge services for Web3 developers and users.,https://valuerouter.com/,https://docs.valuerouter.com/,,,,,,,FALSE,
veda,Veda,veda.png,Provides cross-chain bridge services for Web3 developers and users.,https://veda.tech,https://veda.tech,,,,,,,FALSE,
venly,Venly,venly.png,"It provides a suite of APIs and SDKs designed to help businesses integrate Web3 capabilities into their applications, offering wallet-as-a-service and NFT solutions",https://www.venly.io/,https://docs.venly.io/docs/what-is-venly,,,,,,,FALSE,
vespr,Vespr,vespr.png,Provides wallet solutions for Web3 developers and users.,https://vespr.xyz/,,vesprwallet,,,,,,FALSE,
vestige,Vestige,vestige.png,Provides analytics products for Web3 developers and users.,https://vestige.fi/,,,,,,,,FALSE,
via-labs,VIA Labs,via-labs.png,It offers APIs and smart contract modules,https://vialabs.io/,https://developer.vialabs.io/,,,,,,,FALSE,
virgo,Virgo,virgo.png,Provides wallet solutions for Web3 developers and users.,https://www.virgo.net/,,,,,,,,FALSE,
vyper,Vyper,vyper.png,"It is a contract-oriented, Pythonic programming language and associated tools for building secure and auditable smart contracts targeting the Ethereum Virtual Machine",https://vyperlang.org/,https://docs.vyperlang.org/en/latest/,,,,,,,FALSE,
waffle,Waffle,waffle.png,"It offers features such as advanced contract testing with Chai matchers, fixtures for fast test suites, contract mocking, customizable compilation,TypeScript support and NPM integration",,,,Waffle/waffle,,,,,FALSE,
wagmi,Wagmi,wagmi.png,React Hooks library simplifying Ethereum wallet connections and contract interactions in front-end apps,https://wagmi.sh/,https://wagmi.sh/react/getting-started,wevm_dev,wevm/wagmi,,,,,FALSE,
wake,Wake,wake.png,"It provides a suite of developer tools focused on the development, testing and security analysis of Solidity smart contracts, serving primarily as a development and testing framework using Python",https://getwake.io/,,,,,,,,FALSE,
wallet-agent,Wallet Agent,wallet-agent.png,MCP server for Web3 wallet interactions on EVM-compatible chains,https://github.com/wallet-agent/wallet-agent,,wallet-agent,wallet-agent/wallet-agent,,,,,FALSE,
wallet-telegram,Wallet (Telegram),wallet-telegram.png,Provides wallet solutions for Web3 developers and users.,https://wallet.tg/,,,,,,,,FALSE,
wallet-verse,Wallet Verse,wallet-verse.png,Provides wallet solutions for Web3 developers and users.,https://walletverse.io/,,,,,,,,FALSE,
walletconnect,WalletConnect,walletconnect.png,"It helps developers quickly bootstrap and create modern, single-page, Ethereum-powered decentralized applications with a single command",https://walletconnect.network/,https://docs.walletconnect.com/,,WalletConnect/create-eth-app,,,,,FALSE,
walletkit,WalletKit,walletkit.png,It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,https://walletkit.com/,,,,,,,,FALSE,
wanchain,Wanchain,wanchain.png,Provides cross-chain bridge services for Web3 developers and users.,https://www.wanchain.org/,https://docs.wanchain.org/,,,,,,,FALSE,
watchdata,WatchData,watchdata.png,It is a blockchain API provider that provides Web3 infrastructure for building applications using blockchain and offer powerful solutions alongside a suite of developer tools,https://www.watchdata.io/,https://docs.watchdata.io/,watchdata_io,,invite/TZRJbZ6bdn,,,,FALSE,
web3-js,Web3.js,web3-js.png,JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,https://web3js.org/,https://web3js.readthedocs.io/en/v1.10.0/,,,,,,,FALSE,
web3-py,Web3.py,web3-py.png,"It allows Python developers to build decentralized applications without needing to work directly with the underlying, complex JSON-RPC protocols",https://web3py.readthedocs.io/,https://web3py.readthedocs.io/en/stable/,,,,,,,FALSE,
web3auth,Web3Auth,web3auth.png,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,https://web3auth.io/,https://web3auth.io/docs/,web3auth,web3auth,,,,,FALSE,
wert,Wert,wert.png,"Fiat-to-crypto payment infrastructure enabling seamless onramp via card and mobile payments, with a strong focus on Web3 integrations and compliance.",https://wert.io/,,,,,,,,FALSE,
wigwam,Wigwam,wigwam.png,Provides wallet solutions for Web3 developers and users.,https://wigwam.app/,,,,,,,,FALSE,
witnet,Witnet,witnet.png,Provides oracle services for Web3 developers and users.,https://witnet.io/,https://docs.witnet.io/,,,,,,,FALSE,
wormhole,Wormhole,wormhole.png,Provides cross-chain bridge services for Web3 developers and users.,https://wormhole.com/,https://wormhole.com/docs/,wormhole,wormhole-foundation,,,,,FALSE,
xangle,Xangle,xangle.png,Provides explorer services for Web3 developers and users.,https://xangle.io/,,,,,,,,FALSE,
xbull-wallet,xBull Wallet,xbull-wallet.png,Provides wallet solutions for Web3 developers and users.,https://xbull.app/,,,,,,,,FALSE,
yoroi,Yoroi,yoroi.png,Provides wallet solutions for Web3 developers and users.,https://yoroi-wallet.com/,,,,,,,,FALSE,
ywallet,Ywallet,ywallet.png,Provides wallet solutions for Web3 developers and users.,https://ywallet.app/,,,,,,,,FALSE,
zapper,Zapper,zapper.png,Provides analytics products for Web3 developers and users.,https://zapper.xyz/,,,,,,,,FALSE,
zashi,Zashi,zashi.png,Provides wallet solutions for Web3 developers and users.,https://zodl.com/,,,,,,,,FALSE,
zcash,Zcash,zcash.png,The core privacy technology powering Zcash's shielded transactions,https://z.cash/,https://z.cash/ecosystem/official-zcash-wallet-sdks/,,zcash/zcash-android-wallet-sdk,,,,,FALSE,
zecwallet,Zecwallet,zecwallet.png,Provides wallet solutions for Web3 developers and users.,https://zecwallet.co/,,,,,,,,FALSE,
zeeve,Zeeve,zeeve.png,Provides API infrastructure for Web3 developers and users.,https://www.zeeve.io,https://docs.zeeve.io/rpc-nodes,,,,,,,FALSE,
zengo,Zengo,zengo.png,Provides wallet solutions for Web3 developers and users.,https://zengo.com/,,,,,,,,FALSE,
zerion,Zerion,zerion.png,Provides wallet solutions for Web3 developers and users.,https://zerion.io/,https://developers.zerion.io/,zerion,zeriontech,,,,,FALSE,
zerodev,ZeroDev,zerodev.png,It provides a software development kit for developers to build user-friendly applications and smart wallets with advanced features,https://zerodev.app/,https://docs.zerodev.app/,,,,,,,FALSE,
ziion-linux-distro,Ziion Linux distro,ziion-linux-distro.png,"Functions as a specialized, pre-configured provider of developer and security tools for the blockchain and Web3 ecosystem",https://www.ziion.org/,,,,,,,,FALSE,
zkbridge,zkBridge,zkbridge.png,Provides cross-chain bridge services for Web3 developers and users.,https://zkbridge.com/,https://docs.zkbridge.com/,,,,,,,FALSE,
zksync,Zksync,zksync.png,Provides SDK tooling for Web3 developers and users.,https://www.zksync.io/,https://docs.zksync.io/,,,,,,,FALSE,
zondax,Zondax,zondax.png,AssemblyScript SDK for Filecoin Virtual Machine smart contract development,https://zondax.ch/,https://docs.zondax.ch/,_zondax_,Zondax,,,,,FALSE,
zypto,Zypto,zypto.png,Provides wallet solutions for Web3 developers and users.,https://zypto.com/,,,,,,,,FALSE,
